id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
92_Fetures_interest_MSV000079949_SIRIUS_fix_1087281	C22H43NO	[M + H]+	Fatty acids	0.982665777	Fatty amides	0.910825014	N-acyl amines	0.60189575	N-acyl amines	0.843002737	N-acyl amines	0.843002737	Fatty amides	0.849824786	Fatty Acyls	0.838089406	Lipids and lipid-like molecules	0.883384645	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
921_Fetures_interest_MSV000079949_SIRIUS_fix_1993544	C23H38N6O6	[M + H]+	Amino acids and Peptides	0.530053198	Oligopeptides	0.265211701	Polyamines	0.559029281	Alpha amino acid amides	0.562292218	Amino acids and derivatives	0.954186857	"Amino acids, peptides, and analogues"	0.973089457	Carboxylic acids and derivatives	0.996009946	Organic acids and derivatives	0.998923838	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Benzenediols; Secondary carboxylic acid amides; Carbonyl compounds; Beta amino acids and derivatives; Dialkylamines; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Secondary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities"
922_Fetures_interest_MSV000079949_SIRIUS_fix_1994702	C28H50N2O5	[M + H]+	Amino acids and Peptides	0.933714032	Oligopeptides	0.513170362	Lipopeptides	0.422991604	Alpha amino acid esters	0.786336422	Amino acids and derivatives	0.893920124	"Amino acids, peptides, and analogues"	0.906966269	Carboxylic acids and derivatives	0.999639034	Organic acids and derivatives	0.999976158	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
923_Fetures_interest_MSV000079949_SIRIUS_fix_199499	C9H14N4O	[M + Na]+	Alkaloids	0.991166055	Nicotinic acid alkaloids	0.458893895	Pyridine alkaloids	0.48646307	Heteroaromatic compounds	0.965296388					Heteroaromatic compounds	0.965296388	Organoheterocyclic compounds	0.99981302	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
924_Fetures_interest_MSV000079949_SIRIUS_fix_1995325	C26H43NO4P2	[M + H]+	Terpenoids	0.892012835	Steroids	0.802076399	Pregnane steroids	0.207779735	Oxosteroids	0.526313663			Oxosteroids	0.526313663	Steroids and steroid derivatives	0.980255842	Lipids and lipid-like molecules	0.997542739	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Carboxylic acid amides; Phosphonic acid esters; Oxosteroids; Organic phosphonic acids; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
925_Fetures_interest_MSV000079949_SIRIUS_fix_1995913	C27H45NO7	[M + H]+	Terpenoids	0.999275982	Steroids	0.999765933	Cholane steroids	0.9840312	Glycinated bile acids and derivatives	0.999560535	Glycinated bile acids and derivatives	0.999560535	"Bile acids, alcohols and derivatives"	0.999980211	Steroids and steroid derivatives	0.999821961	Lipids and lipid-like molecules	0.999998093	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Trihydroxy bile acids, alcohols and derivatives; Glycinated bile acids and derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Beta hydroxy acids and derivatives; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; N-acyl-alpha amino acids; 3-hydroxysteroids; 7-hydroxysteroids; 12-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Serine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
926_Fetures_interest_MSV000079949_SIRIUS_fix_199597	C6H12N6O3	[M + H]+	Amino acids and Peptides	0.420511037	Small peptides	0.24330391	Saxitoxins	0.389401466	Azacyclic compounds	0.657363176					Azacyclic compounds	0.657363176	Organoheterocyclic compounds	0.715069532	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
931_Fetures_interest_MSV000079949_SIRIUS_fix_2001923	C21H49N6O5P	[M + H]+	Fatty acids	0.976629734	Sphingolipids	0.403585643	Sphingoid bases	0.005482048	Alpha amino acid amides	0.773937285	Amino acids and derivatives	0.268854916	"Amino acids, peptides, and analogues"	0.322710484	Carboxylic acids and derivatives	0.597372293	Organic acids and derivatives	0.999429405	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organophosphorus compounds; Phosphate esters; Organic phosphonic acids and derivatives; Azoles; Monoalkylamines; Carboxylic acid amides; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; N-acyl amines; Phosphonic acid esters; Phosphocholines; Aminopyrimidines and derivatives; Organic phosphonic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Organic cations; Organic salts; Imidolactams; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
932_Fetures_interest_MSV000079949_SIRIUS_fix_2001924	C27H48N2O6	[M + H]+	Amino acids and Peptides	0.689358771	Steroids	0.340996325	Cholane steroids	0.605303526	"Hydroxy bile acids, alcohols and derivatives"	0.517715752	"Hydroxy bile acids, alcohols and derivatives"	0.517715752	"Bile acids, alcohols and derivatives"	0.463314235	Steroids and steroid derivatives	0.770837128	Lipids and lipid-like molecules	0.698425293	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Dialkylamines; Amines; Secondary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
933_Fetures_interest_MSV000079949_SIRIUS_fix_2002643	C26H45NO4P2	[M + H]+	Terpenoids	0.991768479	Steroids	0.993605196	Cholane steroids	0.551442862	"Bile acids, alcohols and derivatives"	0.637888253			"Bile acids, alcohols and derivatives"	0.637888253	Steroids and steroid derivatives	0.992337048	Lipids and lipid-like molecules	0.999963164	"Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organophosphorus compounds; Organic phosphonic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Organic phosphonic acids; Bile acids, alcohols and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
934_Fetures_interest_MSV000079949_SIRIUS_fix_2004827	C23H43N7O3S	[M + H]+	Alkaloids	0.986800671	Ornithine alkaloids	0.39381066	Polyamines	0.163745493	Dialkylarylamines	0.616131663	Tertiary amines	0.851185083	Amines	0.997070074	Organonitrogen compounds	0.999993324	Organic nitrogen compounds	1	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Sulfonyls; Aminopyrimidines and derivatives; Diazines; Organosulfonamides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Secondary amines; Tertiary amines; Tertiary alkylarylamines; Aminosulfonyl compounds; Imidolactams; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic sulfonamides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
935_Fetures_interest_MSV000079949_SIRIUS_fix_2006280	C17O17	[M + Na]+	Polyketides	0.234285101	Polycyclic aromatic polyketides	0.904585719	Anthraquinones and anthrones	0.878401339	Triphenylenes	0.720569015			Triphenylenes	0.720569015	Phenanthrenes and derivatives	0.314177662	Benzenoids	0.969961703	Organic compounds; Organoheterocyclic compounds; Pyrans; Coumarins and derivatives; Organooxygen compounds; Pyranones and derivatives; Triphenylenes; Benzenoids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
936_Fetures_interest_MSV000079949_SIRIUS_fix_2014483	C27H50N2O6	[M + H]+	Amino acids and Peptides	0.946963727	Linear polyketides	0.777711809	Open-chain polyketides	0.609560907	N-acyl-alpha amino acids and derivatives	0.679775536	Amino acids and derivatives	0.697730005	"Amino acids, peptides, and analogues"	0.737622261	Carboxylic acids and derivatives	0.982136428	Organic acids and derivatives	0.999601543	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
937_Fetures_interest_MSV000079949_SIRIUS_fix_2014504	C27H50N2O6	[M + H]+	Amino acids and Peptides	0.910671413	Oligopeptides	0.479947776	Open-chain polyketides	0.366383493	N-acyl-alpha amino acids and derivatives	0.573222995	Amino acids and derivatives	0.875703394	"Amino acids, peptides, and analogues"	0.894194543	Carboxylic acids and derivatives	0.995050132	Organic acids and derivatives	0.999857068	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
938_Fetures_interest_MSV000079949_SIRIUS_fix_2014547	C27H50N2O6	[M + H]+	Polyketides	0.697640061	Fatty amides	0.441916674	Open-chain polyketides	0.363233775	Amino acids and derivatives	0.536750793	Amino acids and derivatives	0.536750793	"Amino acids, peptides, and analogues"	0.55299288	Carboxylic acids and derivatives	0.973937213	Organic acids and derivatives	0.999438465	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
939_Fetures_interest_MSV000079949_SIRIUS_fix_2014625	C27H50N2O6	[M + H]+	Amino acids and Peptides	0.781968355	Linear polyketides	0.401751637	Cyclic peptides	0.288986027	Amino acids and derivatives	0.727940261	Amino acids and derivatives	0.727940261	"Amino acids, peptides, and analogues"	0.760031402	Carboxylic acids and derivatives	0.929964185	Organic acids and derivatives	0.997837961	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
94_Fetures_interest_MSV000079949_SIRIUS_fix_1088944	C22H43NO	[M + H]+	Fatty acids	0.99878341	Fatty amides	0.993725598	N-acyl amines	0.912156284	Fatty amides	0.800106466			Fatty amides	0.800106466	Fatty Acyls	0.898338914	Lipids and lipid-like molecules	0.868683577	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
941_Fetures_interest_MSV000079949_SIRIUS_fix_2016472	C23H44NO7P	[M + Na]+	Fatty acids	0.996133804	Glycerophospholipids	0.999277055	Glycerophosphoethanolamines	0.996722877	Amino acids and derivatives	0.918617368	Amino acids and derivatives	0.918617368	"Amino acids, peptides, and analogues"	0.920605481	Carboxylic acids and derivatives	0.999553144	Organic acids and derivatives	0.999992251	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphoethanolamines; Lysophosphatidylethanolamines; Secondary alcohols; 1-acyl-sn-glycero-3-phosphoethanolamines; Carbonyl compounds; Glycerophosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Dialkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
942_Fetures_interest_MSV000079949_SIRIUS_fix_2018107	C28H42N3O3P	[M + H]+	Terpenoids	0.948963523	Steroids	0.944413126	Androstane steroids	0.502435029	Pregnane steroids	0.762792528			Pregnane steroids	0.762792528	Steroids and steroid derivatives	0.957944512	Lipids and lipid-like molecules	0.980532467	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carbonyl compounds; Azasteroids and derivatives; Benzenoids; 3-oxo-5-alpha-steroids; Pregnane steroids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
943_Fetures_interest_MSV000079949_SIRIUS_fix_2018117	C28H42N3O3P	[M + H]+	Terpenoids	0.849470019	Steroids	0.802029371	Pregnane steroids	0.171021149	Azasteroids and derivatives	0.708380044			Azasteroids and derivatives	0.708380044	Steroids and steroid derivatives	0.962467194	Lipids and lipid-like molecules	0.999481261	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organophosphorus compounds; Carboxylic acid amides; Carboxylic acid derivatives; Organic phosphonic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Azasteroids and derivatives; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
944_Fetures_interest_MSV000079949_SIRIUS_fix_2018140	C28H42N3O3P	[M + H]+	Terpenoids	0.965742707	Steroids	0.930982232	Androstane steroids	0.336519152	Androstane steroids	0.561699629			Androstane steroids	0.561699629	Steroids and steroid derivatives	0.960909903	Lipids and lipid-like molecules	0.988154769	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Azoles; Organic phosphonic acids; Carbonyl compounds; Azasteroids and derivatives; Benzenoids; Androstane steroids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
945_Fetures_interest_MSV000079949_SIRIUS_fix_2018159	C28H42N3O3P	[M + H]+	Terpenoids	0.992077291	Steroids	0.710388362	Pregnane steroids	0.207332373	Androstane steroids	0.637335777			Androstane steroids	0.637335777	Steroids and steroid derivatives	0.97819066	Lipids and lipid-like molecules	0.998517811	Organic compounds; Lipids and lipid-like molecules; Lactams; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Azasteroids and derivatives; Benzenoids; 4-azasteroids and derivatives; 3-oxo-4-azasteroids; Androstane steroids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
946_Fetures_interest_MSV000079949_SIRIUS_fix_2018168	C28H42N3O3P	[M + H]+	Terpenoids	0.744122028	Steroids	0.83136785	Cholestane steroids	0.304262042	4-azasteroids and derivatives	0.579905927	4-azasteroids and derivatives	0.579905927	Azasteroids and derivatives	0.501644135	Steroids and steroid derivatives	0.975638926	Lipids and lipid-like molecules	0.995828688	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactams; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Azasteroids and derivatives; Benzenoids; 4-azasteroids and derivatives; 3-oxo-4-azasteroids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
947_Fetures_interest_MSV000079949_SIRIUS_fix_2018186	C28H42N3O3P	[M + H]+	Terpenoids	0.712667406	Steroids	0.774718106	Pregnane steroids	0.3743608	"Bile acids, alcohols and derivatives"	0.556508124			"Bile acids, alcohols and derivatives"	0.556508124	Steroids and steroid derivatives	0.947483122	Lipids and lipid-like molecules	0.99025929	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Organic phosphonic acids; Bile acids, alcohols and derivatives; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
948_Fetures_interest_MSV000079949_SIRIUS_fix_2018187	C28H42N3O3P	[M + H]+	Terpenoids	0.991039217	Steroids	0.968356729	Cholane steroids	0.748351693	"Bile acids, alcohols and derivatives"	0.751263559			"Bile acids, alcohols and derivatives"	0.751263559	Steroids and steroid derivatives	0.986116469	Lipids and lipid-like molecules	0.999377728	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Bile acids, alcohols and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
949_Fetures_interest_MSV000079949_SIRIUS_fix_2018195	C28H42N3O3P	[M + H]+	Terpenoids	0.900503874	Steroids	0.996007502	Cholane steroids	0.557346582	3-alpha-hydroxysteroids	0.567031622	3-hydroxysteroids	0.900068998	Hydroxysteroids	0.922218859	Steroids and steroid derivatives	0.989928186	Lipids and lipid-like molecules	0.999535441	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; 3-hydroxysteroids; 3-alpha-hydroxysteroids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
95_Fetures_interest_MSV000079949_SIRIUS_fix_1089129	C22H43NO	[M + H]+	Fatty acids	0.997493029	Fatty amides	0.993244827	N-acyl amines	0.939077675	N-acyl amines	0.508631945	N-acyl amines	0.508631945	Fatty amides	0.922914326	Fatty Acyls	0.88407141	Lipids and lipid-like molecules	0.935607791	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
950_Fetures_interest_MSV000079949_SIRIUS_fix_2018200	C28H42N3O3P	[M + H]+	Terpenoids	0.762934208	Steroids	0.929793358	Androstane steroids	0.292285562	Steroids and steroid derivatives	0.936147511					Steroids and steroid derivatives	0.936147511	Lipids and lipid-like molecules	0.970712721	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Secondary alcohols; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
951_Fetures_interest_MSV000079949_SIRIUS_fix_20189	C3H5O4P	[M + K]+	Fatty acids	0.472508132	Fatty Acids and Conjugates	0.389255494	Wax monoesters	0.18545711	Organic phosphonic acids	0.587656081			Organic phosphonic acids	0.587656081	Organic phosphonic acids and derivatives	0.709880471	Organic acids and derivatives	0.951873064	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Organic phosphonic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
952_Fetures_interest_MSV000079949_SIRIUS_fix_2026422	C23H43N5O7	[M + H]+	Amino acids and Peptides	0.99991107	Small peptides	0.992016315	Tripeptides	0.909996331	Oligopeptides	0.983616233	Peptides	0.999962091	"Amino acids, peptides, and analogues"	0.999999285	Carboxylic acids and derivatives	0.999999285	Organic acids and derivatives	0.999999523	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
953_Fetures_interest_MSV000079949_SIRIUS_fix_2026786	C18H49N10O6	[M + H]+	Alkaloids	0.135252297	Ornithine alkaloids	0.755047143	Polyamines	0.570439517	Amino acids and derivatives	0.694320381	Amino acids and derivatives	0.694320381	"Amino acids, peptides, and analogues"	0.757116437	Carboxylic acids and derivatives	0.878154039	Organic acids and derivatives	0.983220816	"Organic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
